Муниципалитет;Полное наименование;ОГРН;ИНН;КПП;ПФР;ОКПО;ОКОГУ;ОКФС;ОКОПФ;Индекс;Область;Район;Населённый пункт;Район города;Улица;Дом;Телефон;E-mail;Расчётный счёт;В банке;БИК;Директор (ФИО, им.падеж);Директор (ФИО, род.падеж);Действует на основании (род.падеж);Отв. за заказ (ФИО);Отв. за заказ (Должность);Отв. за заказ (Телефон);Администратор школы;Лицевой счет в банке;Статус школы;ID
225;МОУ Онон-Борзинская ООШ;1,03E+12;7502001628;750201001;;;;;;674636;188;Александрово-Заводский район;с. Онон-Борзя;;ул. Каратаева;;3024044344 (адиминистрация села);alyona.kosa4yowa@yandex.ru;4,07E+19;в отделение Читы, г.Чита;;;;;;;;;20916Ч64110;1;71
226;Комитет образования Балейского района;1,03E+12;7503000521;752801001;;;;;;673450;189;Балейский район; г. Балей;;Ул. Ленина;24;3024051737;rkobl@mail.ru;4,02E+19;Отделение 8600 Сбербанка России г. Чита;;;;;;;;;3913004230;1;481
226;МБОУ «Казаковская СОШ»;1,04E+12;7503000578;752801001;;;;;;673443;189;Балейский район;с. Казаковский Промысел;; ул.Больничная;2;3023253260;kazsh72@mail.ru;4,02E+19;Отделение по г.Балею и Балейскому району Управление федерального казначейства по Забайкальскому краю;;;;;;;;;3913004120;1;85
226;МБОУ «Жетковская основная общеобразовательная школа»;1,03E+12;7528002263;752801001;;;;;;673448;189;Балейский район;рудн. Жетково;;ул. Строительная;2;3023256106;olga.redrova@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004220;1;82
226;МБОУ Ильдиканская СОШ;1,03E+12;7503000592;752801001;;;;;;673445;189;Балейский район;с. Ильдикан;;ул. Советская;43;3023256518;ildiga@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004150;1;86
226;МБОУ «Подойницынская СОШ»;1,03E+12;7503000553;752801001;;;;;;673446;189;Балейский район;с. Подойницыно;;ул. Советская;21;3023254142;podoin_sosh@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч14270;1;88
226;МБОУ «Ундино-Посельская СОШ»;1,03E+12;7503000539;752801001;;;;;;673433;189;Балейский район;г. Балей;;ул. Советская;83Б;3023253336;u-poselie@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч14190;1;83
226;МБОУ «СОШ № 5» г. Балей;1,03E+12;7528002190;752801001;;;;;;673450;189;Балейский район;г. Балей;;ул. Ленина;9;3023251669;baley_mousosh_n5@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004050;1;78
226;МБОУ «СОШ № 14» г. Балей;1,03E+12;7528002200;752801001;;;;;;673450;189;Балейский район;г. Балей;;ул. 5 Декабря;20;3023251361;school14baley@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913003850;1;80
226;МБОУ «Н-Кокуйская ООШ»;1,03E+12;7528002224;752801001;;;;;;673431;189;Балейский район;с. Нижний Кокуй;;ул. Партизанская;6А;3023252396;NK_SOSH@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916ч1103;1;90
226;МБОУ «НОШ № 3» г. Балей;1,03E+12;7528002104;752801001;;;;;;673450;189;Балейский район;г. Балей;;ул. Советская;40;3023251718;mounosh_n3@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;№ 20916Ч142;1;76
226;МБОУ «ООШ № 4»;1,03E+12;7528002143;752801001;;;;;;673451;189;Балейский район;г. Балей;;ул. Дарасунская;8;3023252883;mousosh4.balei@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913003860;1;77
226;МБОУ «Ундинская СОШ»;1,03E+12;7503000560;752801001;;;;;;673441;189;Балейский район;с. Унда;;ул. Блинникова;18;"3023255612;";undinskaya-sosh@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч14370;1;87
226;МБОУ «СОШ № 6» г. Балей;1,03E+12;7528002070;752801001;;;;;;673454;189;Балейский район;г. Балей;;ул. Чернышевского;9;3023252708;dimova_6@mail.ru;4,07E+19;"Отдел №5 Управления Федерального казначейства по Забайкальскому краю (ОК 05 Администрация МР ""Балейский район"" л/с 20916Ч11020)";;;;;;;;;20916Ч11020;1;79
226;МБОУ «Жидкинская ООШ»;1,03E+12;7503000585;752801001;;;;;;673444;189;Балейский район;с. Жидка;;ул. Новая;15;3023257743;gidka-shkola@rambler.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913003990;1;89
226;МБОУ «Матусовская ООШ»;1,03E+12;7503000546;752801001;;;;;;673432;189;Балейский район;с. Матусово;;ул. Центральная;18А;3023258-1-17;matusovo@bk.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913003950;1;84
226;МОУ Сарбактуйская НОШ;1,03E+12;7503000546;752801001;;;;;;673400;189;Балейский район;с. Сарбактуй;;ул. Колхозная;3;30232нет;shn_sarb.bals@zabedu.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913003960;1;671
226;МОУ Гирюнинская НОШ;1,03E+12;7528002263;752801001;;;;;;673449;189;Балейский район;с. Гирюнино;;ул. Школьная;5;3023259105;redrova.olga@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004220;1;670
226;МБОУ Барановская НОШ;1,03E+12;7528002224;752801001;;;;;;673431;189;Балейский район;с. Барановск;;пер. Школьный;1;3023252396;NK_SOSH@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913004190;1;667
227;Комитет образования и молодежной политики администрации муниципального района «Борзинский район»;1,03E+12;7529000114;752901001;;;;;;674600;190;Борзинский район;г. Борзя;;ул. Ленина;39;3023231974;mouo.borz@zabedu.ru ;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;;1;482
227;МОУ СОШ № 15 г. Борзя;1,03E+12;7529007930;752901001;;;;;;674600;190;Борзинский район;г. Борзя;;ул. Коновалова;21;302333-32-56;borzja-school15@mail.ru;4,07E+17;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;20916Ч41020;1;49
227;МОУ СОШ № 28 г. Борзя-3;1,03E+12;7529008300;752901001;;;;;;674603;190;Борзинский район; г. Борзя-3;;;;30233;sh28_brz@mail.ru;4,01E+19;Отделение Чита г.Чита;;;;;;;;;3913009000;1;23
227;МОУ ООШ с. Кондуй;1,03E+12;7529008780;752901001;;;;;;674622;190;Борзинский район;с. Кондуй;;ул. Центральная;43А;3023347117;shs_kond.borz@zabedu.ru;4,07E+19;отдел №6 УФК по Забайкальскому краю г.Чита;;;;;;;;;20916 Ч.496;1;27
227;МОУ СОШ № 43 г. Борзи;1,03E+12;7529008130;752901001;;;;;;674600;190;Борзинский район;г. Борзя,;;ул. Советская;52;3023331070;info@43plus.ru;4,01E+19;Отделение Чита г.Чита;;;;;;;;;3913009070;1;48
227;МОУ СОШ № 42 п.г.т. Шерловая Гора;1,03E+12;7529008444;752901001;;;;;;674607;190;Борзинский район; п.г.т. Шерловая Гора;;ул. Ленина;4;3023334210;sherl42@mail.ru;4,07E+19;Отделение Чита г.Чита;;;;;;;;;3913009060;1;51
227;МОУ «СОШ № 48 г. Борзи»;1,03E+12;7529003809;752901001;;;;;;674600;190;Борзинский район;г. Борзя;; ул. Ленина;26;302333-23-75, 3-16-33;shcool48@mail.ru;4,07E+19;Отделение Чита г.Чита;;;;;;;;;20916Ч49620;1;26
227;МОУ СОШ № 240 г. Борзи;1,03E+12;7529002474;752901001;;;;;;674600;190;Борзинский район;г. Борзя;;ул. Лазо;33;302333-20-77;brzschool240@mail.ru;4,01E+19;Отделение Чита г.Чита;;;;;;;;;3913009000;1;37
227;Школа № 41 г. Борзи;1,09E+12;7529011503;752901001;;;;;;674601;190;Борзинский район;г. Борзя;; ул. Свердлова;10;3023389141361107, 32976, 32565;school0041@yandex.ru;4,01E+19;Отделение Чита г.Чита;;;;;;;;;20916440950;1;22
227;МОУ Шерловогорская СОШ № 47;1,03E+12;7529008483;752901001;;;;;;674607;190;Борзинский район; пгт. Шерловая Гора;;ул.Ленина;14;3023334579;shs_sheg_47.borz@zabedu.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч40960;1;24
227;МОУ Соловьевская СОШ;1,03E+12;7529008638;752901001;;;;;;674617;190;Борзинский район;с. Соловьевск;;ул. Мира;33а;3023330144;solsosh@rambler.ru;4,01E+19;Отделение Чита г.Чита;;;;;;;;;20916Ч40830;1;29
227;МОУ ООШ с. Чиндант-2;1,03E+12;7529008719;752901001;;;;;;674616;190;Борзинский район;с. Чиндант–2;;ул. Советская;22а;3023333757;sho_chin.borz@zabedu.ru;4,01E+19;ГРКЦ ГУ Отделение Сбербанка России Чита г. Чита;;;;;;;;;3913009000;1;34
227;МОУ «ООШ с. Южное»;1,03E+12;7529008645;752901001;;;;;;674606;190;Борзинский район;с. Южное;;ул. Школьная;9;3,02E+15;tatyana-baranova-74@mail.ru;4,07E+19;Отделение Чита г.Чита;;;;;;;;;20916Ч40970;1;35
227;МОУ ООШ с. Передняя Бырка;1,03E+12;7529008469;752901001;;;;;;674624;190;Борзинский район;с. Передняя Бырка;;ул. Луговая;7а;3023341233;shs_pbui.borz@zabedu.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913009000;1;28
227;МОУ: Усть-Озёрская ООШ;1,03E+12;7529008451;752901001;;;;;;674613;190;Борзинский район;с. Усть-Озерное;;ул. Школьная;25;302338-924-507-0008;shs_uozr.borz@zabedu.ru;4,01E+19;отделение Чита г.Чита;;;;;;;;;3913009000;1;30
227;МОУ СОШ с. Цаган-Олуй;1,03E+12;7529008772;752901001;;;;;;674621;190;Борзинский район;с. Цаган-Олуй;;ул. Горная;23а;3023338134;schkola.36@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913009000;1;31
227;МОУ Хадабулакская СОШ;1,03E+12;7529008684;752901001;;;;;;674614;190;Борзинский район;с. Хадабулак;;ул. Юбилейная;6;3023349110;sch17had@rambler.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913009000;1;33
227;МОУ ООШ с.Приозёрное;1,03E+12;7529008726;752901001;;;;;;674607;190;Борзинский район;с. Приозёрное;;ул. Гагарина;1а;3,02E+15;sho_przr.borz@zabedu.ru;4,07E+19;УФК по Забайкальскому краю г.Чита;;;;;;;;;20916ч49640;1;39
227;МОУ ООШ № 26 г. Борзя-2;1,03E+12;7529008807;752901001;;;;;;674602;190;Борзинский район;г. Борзя-2;;;26;3,02E+15;sh26-brs@mail.ru;;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;;1;38
227;МОУ Школа с. Акурай;1,03E+12;7529008420;752901001;;;;;;674623;190;Борзинский район;с. Акурай, пер;;пер. Центральный;2;3023336217;sho_akur.borz@zabedu.ru;4,07E+19;Отделением Чита г. Чита УФК по Забайкальскому краю (ОК 06, школа: с. Акурай);;;;;;;;;20916Ч49630;1;40
227;МОУ НОШ с. Шоноктуй;1,03E+12;7529008589;752901001;;;;;;674615;190;Борзинский район;с. Шоноктуй;;ул. Нагорная;2;30233;Chon-school@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913009000;1;36
227;МОУ НОШ с. Биликтуй;1,03E+12;7529008652;752901001;;;;;;674627;190;Борзинский район;с. Биликтуй;;ул. Погодаева;16;3023343510;shn_bilk.borz@zabedu.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913009000;1;44
